Category,Sentence
"Idioms, Proverbs & Cultural Expressions","Pan para hoy, hambre para mañana."
"Idioms, Proverbs & Cultural Expressions",Estar más perdido que el teniente Bello.
"Idioms, Proverbs & Cultural Expressions",Tener más cuento que callejón.
"Idioms, Proverbs & Cultural Expressions",Estar en la luna de Valencia.
"Idioms, Proverbs & Cultural Expressions",Tirar la casa por la ventana.
"Idioms, Proverbs & Cultural Expressions",Ser como uña y mugre.
"Idioms, Proverbs & Cultural Expressions","A buena hora, mangas verdes."
Question-Answer Pairs,¿Cómo llego a la estación de metro más cercana? - Sigue derecho y gira a la derecha en la esquina.
Question-Answer Pairs,¿Cuál es el horario de atención del banco? - De lunes a viernes de 9 a 14 horas.
Question-Answer Pairs,"¿Tienes cambio de billete de 10 mil? - No, solo tengo billetes grandes."
Question-Answer Pairs,¿Dónde compraste ese abrigo? - En una tienda en el centro.
Question-Answer Pairs,"¿Me puedes ayudar con esta tarea? - Claro, dime en qué necesitas ayuda."
Question-Answer Pairs,¿Cuánto cuesta este producto? - Son $5.990.
Question-Answer Pairs,"¿Puedo pagar con tarjeta de crédito? - Sí, aceptamos todas las tarjetas."
Question-Answer Pairs,¿Cuánto tiempo demora el envío? - Aproximadamente 3 a 5 días hábiles.
Question-Answer Pairs,¿Sabes si va a llover mañana? - Revisemos la aplicación del clima.
Question-Answer Pairs,¿Dónde queda el hospital más cercano? - A dos cuadras de aquí.
Commands & Instructions,"Abre la puerta, por favor."
Commands & Instructions,Llámame cuando llegues a casa.
Commands & Instructions,No olvides apagar las luces antes de salir.
Commands & Instructions,Sigue las instrucciones en la pantalla.
Commands & Instructions,Entrega el informe antes de las 5 PM.
Commands & Instructions,"Cierra bien la ventana, está haciendo frío."
Commands & Instructions,Enciende la computadora y abre el programa.
Commands & Instructions,Asegúrate de revisar tu correo antes de enviar el mensaje.
Commands & Instructions,"Toma asiento, el doctor te atenderá en breve."
Commands & Instructions,Espera aquí mientras verifico la información.
Named Entity Recognition (NER) Data,La capital de Chile es Santiago.
Named Entity Recognition (NER) Data,Mi nombre es María González.
Named Entity Recognition (NER) Data,El 18 de septiembre es la fiesta nacional de Chile.
Named Entity Recognition (NER) Data,Google es una de las empresas tecnológicas más grandes.
Named Entity Recognition (NER) Data,El océano Pacífico es el más extenso del mundo.
Named Entity Recognition (NER) Data,Enrique trabaja en la empresa Telefónica.
Named Entity Recognition (NER) Data,La universidad de Chile es una de las más prestigiosas.
Named Entity Recognition (NER) Data,El Cerro San Cristóbal es un punto turístico popular.
Named Entity Recognition (NER) Data,Valparaíso es famoso por sus coloridas casas y cerros.
Named Entity Recognition (NER) Data,Amazon ofrece servicio de entrega en varios países.
Sentiment Analysis Data,"Me encanta este restaurante, la comida es deliciosa y el ambiente es acogedor."
Sentiment Analysis Data,"No me gustó la película, esperaba mucho más de la historia."
Sentiment Analysis Data,Estoy muy emocionado por mi viaje a la Patagonia.
Sentiment Analysis Data,"Este servicio es pésimo, nunca me habían tratado tan mal."
Sentiment Analysis Data,Me siento agradecido por todo el apoyo que he recibido últimamente.
Sentiment Analysis Data,Odio cuando la gente no respeta las normas de tránsito.
Sentiment Analysis Data,"La música de este concierto es increíble, estoy disfrutando cada momento."
Sentiment Analysis Data,"Estoy decepcionado con el producto, no era lo que prometían."
Sentiment Analysis Data,"Este hotel es perfecto, tiene todo lo que necesito para unas vacaciones relajantes."
Sentiment Analysis Data,"Qué rabia, otra vez cancelaron mi vuelo sin previo aviso."
Paraphrased & Augmented Sentences,Mañana tengo una reunión muy importante en la oficina.
Paraphrased & Augmented Sentences,Tengo una junta crucial en el trabajo mañana.
Paraphrased & Augmented Sentences,Debo asistir a un encuentro laboral de gran relevancia mañana.
Paraphrased & Augmented Sentences,"Mañana es un día clave en mi trabajo, tengo que estar preparado."
Paraphrased & Augmented Sentences,Me veo en la obligación de presentarme en una reunión fundamental mañana.
Paraphrased & Augmented Sentences,Voy a viajar a Valparaíso el próximo fin de semana.
Paraphrased & Augmented Sentences,El fin de semana que viene estaré en Valparaíso.
Paraphrased & Augmented Sentences,Planeo visitar Valparaíso el siguiente fin de semana.
Paraphrased & Augmented Sentences,El próximo fin de semana estaré en Valparaíso disfrutando del mar.
Paraphrased & Augmented Sentences,Voy a pasar unos días en Valparaíso dentro de una semana.
