Category,Sentence
"Idioms, Proverbs & Cultural Expressions",Se armó un revolú en la reunión.
"Idioms, Proverbs & Cultural Expressions",Ese negocio va viento en popa.
"Idioms, Proverbs & Cultural Expressions",Anda con las pilas puestas.
Question-Answer Pairs,¿Cuál es la capital de Puerto Rico? – San Juan.
Question-Answer Pairs,¿Cómo se dice ‘hello’ en español? – Hola.
Question-Answer Pairs,¿Cuándo es la próxima reunión? – Mañana a las 2:00 p.m.
Question-Answer Pairs,¿Quién escribió Don Quijote? – Miguel de Cervantes.
Question-Answer Pairs,¿Cuántos días tiene una semana? – Siete.
Question-Answer Pairs,¿Dónde queda el Viejo San Juan? – En la capital de Puerto Rico.
Question-Answer Pairs,¿Por qué llueve tanto en abril? – Es temporada de lluvias.
Question-Answer Pairs,"¿Me puedes prestar tu libro? – Sí, pero devuélvemelo mañana."
Question-Answer Pairs,¿Cuál es tu comida favorita? – Me encanta el mofongo.
Question-Answer Pairs,"¿Puedes repetirlo, por favor? – Claro, con mucho gusto."
Commands & Instructions,"Por favor, apaga la luz antes de salir."
Commands & Instructions,Lávate las manos antes de comer.
Commands & Instructions,No olvides traer los documentos.
Commands & Instructions,Dime la verdad sin rodeos.
Commands & Instructions,Sigue las instrucciones del manual.
Commands & Instructions,Espera aquí un momento.
Commands & Instructions,Llámame cuando llegues.
Commands & Instructions,Escribe tu nombre en la hoja.
Commands & Instructions,"Habla más despacio, por favor."
Commands & Instructions,Guarda silencio durante la película.
Named Entity Recognition (NER),María fue a San Juan el fin de semana.
Named Entity Recognition (NER),La Universidad de Puerto Rico es excelente.
Named Entity Recognition (NER),El Yunque es una selva tropical en Puerto Rico.
Named Entity Recognition (NER),Carmen viajará a España en diciembre.
Named Entity Recognition (NER),Amazon tiene millones de clientes en el mundo.
Named Entity Recognition (NER),El huracán María causó grandes daños en 2017.
Named Entity Recognition (NER),Mi hermano trabaja en Microsoft.
Named Entity Recognition (NER),El doctor Pérez es un especialista en cardiología.
Named Entity Recognition (NER),Fui a Plaza Las Américas a comprar ropa.
Named Entity Recognition (NER),Coca-Cola es una de las marcas más reconocidas.
Sentiment Analysis Data,"Me encanta la comida puertorriqueña, es deliciosa."
Sentiment Analysis Data,Estoy triste porque mi equipo perdió el partido.
Sentiment Analysis Data,"Ese chiste fue muy gracioso, me hizo reír."
Sentiment Analysis Data,Estoy frustrado con el tráfico de hoy.
Sentiment Analysis Data,"Qué emoción, mañana voy de vacaciones."
Sentiment Analysis Data,"No me gustó la película, estuvo aburrida."
Sentiment Analysis Data,Estoy muy agradecido por tu ayuda.
Sentiment Analysis Data,Este restaurante tiene un servicio excelente.
Sentiment Analysis Data,Me da miedo volar en avión.
Sentiment Analysis Data,"Hoy fue un día increíble, todo salió bien."
Paraphrased & Augmented Sentences,Voy al supermercado a comprar pan.
Paraphrased & Augmented Sentences,Me voy a la tienda a comprar pan.
Paraphrased & Augmented Sentences,"Necesito comprar pan, voy al mercado."
Paraphrased & Augmented Sentences,"Voy a hacer compras, necesito pan."
Paraphrased & Augmented Sentences,Voy al colmado a comprar pan.
Paraphrased & Augmented Sentences,Voy a conseguir pan en la tienda.
Paraphrased & Augmented Sentences,Voy a la bodega por un poco de pan.
Paraphrased & Augmented Sentences,Voy a comprar pan en el supermercado.
Paraphrased & Augmented Sentences,"Tengo que comprar pan, voy ahora."
Paraphrased & Augmented Sentences,"Voy de compras, el pan es mi prioridad."
