Category,Sentence
"Idioms, Proverbs & Cultural Expressions",يا خبر النهارده بفلوس، بكرة ببلاش.
"Idioms, Proverbs & Cultural Expressions",الصبر مفتاح الفرج.
"Idioms, Proverbs & Cultural Expressions",على قد لحافك مد رجليك.
"Idioms, Proverbs & Cultural Expressions",يعمل من الحبة قبة.
"Idioms, Proverbs & Cultural Expressions",من شبّ على شيء شاب عليه.
"Idioms, Proverbs & Cultural Expressions",القرش الأبيض ينفع في اليوم الأسود.
Question-Answer Pairs,فين أقرب صيدلية؟
Question-Answer Pairs,إيه أفضل مطعم هنا؟
Question-Answer Pairs,إمتى آخر ميعاد للتقديم؟
Question-Answer Pairs,إزاي أقدر أوصل المحطة؟
Question-Answer Pairs,إنت شايف الموضوع ده إزاي؟
Question-Answer Pairs,إيه رأيك في المنتج ده؟
Question-Answer Pairs,إنت بتحب القهوة ولا الشاي؟
Question-Answer Pairs,إزاي أعمل reset للباسوورد؟
Question-Answer Pairs,ممكن تقولي الساعة كام؟
Question-Answer Pairs,إنت متأكد من المعلومة دي؟
Commands & Instructions,افتح الباب.
Commands & Instructions,اقفل النور.
Commands & Instructions,هاتلي الموبايل.
Commands & Instructions,اكتب اسمك هنا.
Commands & Instructions,اتفضل اجلس.
Commands & Instructions,بطل دوشة.
Commands & Instructions,شغل المكيف.
Commands & Instructions,اطفي الكمبيوتر بعد ما تخلص.
Commands & Instructions,ابعتلي الإيميل دلوقتي.
Commands & Instructions,خد بالك من نفسك.
Named Entity Recognition,محمد سافر باريس.
Named Entity Recognition,القاهرة أكبر مدينة في مصر.
Named Entity Recognition,شركة سامسونج أعلنت عن هاتف جديد.
Named Entity Recognition,عيد الأضحى هيكون الشهر الجاي.
Named Entity Recognition,الأهرامات من عجائب الدنيا السبع.
Named Entity Recognition,المتحف المصري في التحرير.
Named Entity Recognition,رئيس الوزراء اجتمع مع المجلس.
Named Entity Recognition,نهر النيل أطول نهر في العالم.
Named Entity Recognition,شركة جوجل أطلقت خدمة جديدة.
Named Entity Recognition,بطولة كأس العالم هتبدأ قريب.
Sentiment Analysis Data,أنا مبسوط جدًا بالخبر ده!
Sentiment Analysis Data,الجو حر قوي ومش مريح.
Sentiment Analysis Data,الفيلم ده كان رائع!
Sentiment Analysis Data,مش عاجبني الأكل هنا.
Sentiment Analysis Data,أنا حاسس بالتعب.
Sentiment Analysis Data,الخدمة هنا ممتازة.
Sentiment Analysis Data,الكتاب ده ممل جدًا.
Sentiment Analysis Data,أنا متحمس جدًا للحفلة.
Sentiment Analysis Data,مش عارف أوصف فرحتي.
Sentiment Analysis Data,المنتج ده سيء جدًا للأسف.
Paraphrased & Augmented Sentences,أنا جوعان قوي.
Paraphrased & Augmented Sentences,حاسس إني عايز آكل حاجة.
Paraphrased & Augmented Sentences,الجو برد جدًا النهارده.
Paraphrased & Augmented Sentences,النهارده الجو ساقع.
Paraphrased & Augmented Sentences,هو بيشتغل طول اليوم.
Paraphrased & Augmented Sentences,هو شغال طول النهار.
Paraphrased & Augmented Sentences,محتاج أشتري موبايل جديد.
Paraphrased & Augmented Sentences,بفكر أجيب تليفون جديد.
Paraphrased & Augmented Sentences,القهوة دي طعمها حلو.
Paraphrased & Augmented Sentences,القهوة دي لذيذة جدًا.
