Category,Sentence
Code-Switching & Multilingualism,ଆମେ festival enjoy କରିଛୁ।
Code-Switching & Multilingualism,Movie ଟି ଏତେ ମଜା ଥିଲା।
Code-Switching & Multilingualism,ସେ WhatsApp ରେ message କଲା।
Code-Switching & Multilingualism,Party ରେ ଏତେ fun ହେଲା।
Code-Switching & Multilingualism,ତୁମେ online order କରିଛ କି?
Code-Switching & Multilingualism,ଆମେ କାହାକୁ support କରିବା ଉଚିତ?
Code-Switching & Multilingualism,ଆମେ evening ରେ କହିବା।
"Formal & Professional Speech (Business, Legal, Medical, Technical)",ଆମେ ଏହି କାର୍ଯ୍ୟକ୍ରମରେ ଅଂଶ ଗ୍ରହଣ କରିବା।
"Formal & Professional Speech (Business, Legal, Medical, Technical)",ମହିଳା ସ୍ବାସ୍ଥ୍ୟ ଏକ ଗୁରୁତ୍ତ୍ଵପୂର୍ଣ୍ଣ ବିଷୟ ଅଟେ।
"Formal & Professional Speech (Business, Legal, Medical, Technical)",ଆପଣଙ୍କର ଅଭିମତ ଅମୁଲ୍ୟ।
"Formal & Professional Speech (Business, Legal, Medical, Technical)",ଚିକିତ୍ସକଙ୍କ ନିର୍ଦ୍ଦେଶ ଅନୁସରଣ କରନ୍ତୁ।
"Formal & Professional Speech (Business, Legal, Medical, Technical)",ଏହି ଚୁକ୍ତିନାମା ସ୍ୱୀକୃତ କରନ୍ତୁ।
"Formal & Professional Speech (Business, Legal, Medical, Technical)",ନୂତନ ନିୟମ ଗ୍ରହଣ କରିଛନ୍ତି।
"Formal & Professional Speech (Business, Legal, Medical, Technical)",ଏହି ରିପୋର୍ଟ ବିଶ୍ଳେଷଣ କରିବା ଆବଶ୍ୟକ।
"Formal & Professional Speech (Business, Legal, Medical, Technical)",ଆପଣଙ୍କର ଅନୁସନ୍ଧାନ ସଫଳ ହେଉ।
"Formal & Professional Speech (Business, Legal, Medical, Technical)",ଏହି ରାଜସ୍ୱ ଆଉଦିନିକ ଆଉକିଛି ଅଟେ।
"Formal & Professional Speech (Business, Legal, Medical, Technical)",ଅଧିକ ଜାଣିବା ପାଇଁ ଆମେ ସମ୍ପର୍କ କରିବା।
"Idioms, Proverbs & Cultural Expressions",ଜଳ ବିନା ଜୀବନ ନାହିଁ।
"Idioms, Proverbs & Cultural Expressions",ଓଡ଼ିଆ ଅଭିମାନ ହେଉ ସମାନ୍ତର ଓଡ଼ିଶା।
"Idioms, Proverbs & Cultural Expressions",ଏକ ହାତରେ ତାଳି ବଜେ ନାହିଁ।
"Idioms, Proverbs & Cultural Expressions",ସତ୍ୟ ବାତ୍ସଲ୍ୟ ଭାବନା।
"Idioms, Proverbs & Cultural Expressions",ତୁମେ ଦାଣ୍ଡା ଦେଇ ତାଳ ମାରିବାକୁ ଚେଷ୍ଟା କରୁନା।
"Idioms, Proverbs & Cultural Expressions","ଆଜି ନାହିଁ, କାଲି ଅବଶ୍ୟ ହେବ।"
"Idioms, Proverbs & Cultural Expressions",ଏମିତି କରିଲେ କାର୍ଯ୍ୟ ସଫଳ ହେବ।
"Idioms, Proverbs & Cultural Expressions","ମେଘ ନାହିଁ, ବର୍ଷା କେମିତି ପଡ଼ିବ?"
"Idioms, Proverbs & Cultural Expressions",ତୁମେ ଜିବନରେ ସଫଳତା ପାଇବାକୁ ଆଗେଇଯାଉ।
"Idioms, Proverbs & Cultural Expressions",ନିର୍ମଳ ମନ ହେଉ ଶ୍ରେଷ୍ଠ ପୁଣ୍ୟ।
Question-Answer Pairs (FAQ & Contextual Understanding),ଆପଣଙ୍କର ନାମ କ'ଣ?
Question-Answer Pairs (FAQ & Contextual Understanding),ଏଠି ଦକ୍ଷିଣ ଆମୁଠି ଗଲେ କ’ଉଠି ପହଞ୍ଚିବି?
Question-Answer Pairs (FAQ & Contextual Understanding),ଏକ ଅଛି କି?
Question-Answer Pairs (FAQ & Contextual Understanding),କିପରି ମୋ ଏହା ଉପଯୋଗ କରିପାରେ?
Question-Answer Pairs (FAQ & Contextual Understanding),ମୁଁ ଏହି ସମସ୍ୟା କେମିତି ସମାଧାନ କରିପାରିବି?
Question-Answer Pairs (FAQ & Contextual Understanding),ତୁମେ ଏଠି ଆସିପାରିବ କି?
Question-Answer Pairs (FAQ & Contextual Understanding),ଏଠି କ’ଣ ଭଲ ଖାଦ୍ୟ ମିଳେ?
Question-Answer Pairs (FAQ & Contextual Understanding),ତୁମେ କେଉଁ ଭାଷା କଥା କହିପାରିବ?
Question-Answer Pairs (FAQ & Contextual Understanding),ଏଠି ଏକ ହସ୍ପିଟାଲ ଅଛି କି?
Question-Answer Pairs (FAQ & Contextual Understanding),ଆମେ ଏହା କେଉଁପରି ଅନୁସନ୍ଧାନ କରିପାରିବି?
Commands & Instructions (Imperative Sentences),ଅପେକ୍ଷା କରିଥିବା ଅର୍ଥ ଦିଅ।
Commands & Instructions (Imperative Sentences),ଦୟାକରି ଏଠି ବସିବେ।
Commands & Instructions (Imperative Sentences),ତୁମେ ଏହି ଡକ୍ୟୁମେଣ୍ଟ ଦେଖିବା।
Commands & Instructions (Imperative Sentences),ମୋତେ ଏହା ଜଣାଇ ଦିଅ।
Commands & Instructions (Imperative Sentences),ଏଠି ଗାଡ଼ି ରଖିବେ ନାହିଁ।
Commands & Instructions (Imperative Sentences),ସମୟ ଭଲ ଭାବରେ ବ୍ୟବହାର କର।
Commands & Instructions (Imperative Sentences),ତୁମେ ମୋ ସହ ଯିବ କି?
Commands & Instructions (Imperative Sentences),ଏଠି ଆସି ଦେଖ।
Commands & Instructions (Imperative Sentences),ସେଥିଏ ଯିବେ ନାହିଁ।
Commands & Instructions (Imperative Sentences),ତୁମେ ଅନ୍ୟମାନଙ୍କୁ ସହଯୋଗ କର।
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",ଭୁବନେଶ୍ବର ଏକ ସୁନ୍ଦର ସହର।
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",ସେ ଡାକ୍ତର ଅଟେ।
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",ଜଗନ୍ନାଥ ମନ୍ଦିର ପୁରୀରେ ଅଛି।
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",ଗାନ୍ଧୀଜୀ ଭାରତର ଜାତୀୟ ପିତା।
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",ଓଡ଼ିଶାର ରାଜଧାନୀ କ’ଣ?
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",ମୋ ଜନ୍ମଦିନ ୨୦ ଡିସେମ୍ବର।
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",ଏହି କମ୍ପାନୀ ବଡ଼ ଏକ ସଂସ୍ଥା।
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",ତା’ପରେ ଭାରତର ଅଧ୍ୟକ୍ଷ କିଏ?
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",ସେ ପ୍ରଖ୍ୟାତ ଜାନ୍ଚକାରୀ।
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",ରାଜଧାନୀ ହେଉ ଏକ ପ୍ରାଥମିକ ସ୍ଥାନ।
Sentiment Analysis Data (Emotion & Opinion-based Sentences),ମୁଁ ଆଜି ଖୁସି ଅଛି।
Sentiment Analysis Data (Emotion & Opinion-based Sentences),ଏହା ଏକ ଦୁଃଖଦ ଘଟଣା।
Sentiment Analysis Data (Emotion & Opinion-based Sentences),ମୁଁ ଏହି ଫିଲ୍ମ ଦେଖି ଅନନ୍ଦ ଅନୁଭବ କଲି।
Sentiment Analysis Data (Emotion & Opinion-based Sentences),ତୁମେ ମୋତେ ଆଶ୍ଚର୍ଯ୍ୟ ଦେଲ।
Sentiment Analysis Data (Emotion & Opinion-based Sentences),ଏହା ଏକ ସାଧାରଣ ଗୋଷ୍ଠୀ।
Sentiment Analysis Data (Emotion & Opinion-based Sentences),ତା’ପରେ କ’ଣ ହେବ?
Sentiment Analysis Data (Emotion & Opinion-based Sentences),ମୋ ଏହା ଅପସନ୍ଦ ହେଲା।
Sentiment Analysis Data (Emotion & Opinion-based Sentences),ଏହି ଆଲୋଚନା ଅତ୍ୟନ୍ତ ଗୁରୁତ୍ତ୍ବପୂର୍ଣ୍ଣ।
Sentiment Analysis Data (Emotion & Opinion-based Sentences),ଏହି ତଥ୍ୟ ଆଶାଜନକ ଅଟେ।
Sentiment Analysis Data (Emotion & Opinion-based Sentences),ସେ ଦୁଃଖିତ ଅଛନ୍ତି।
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),ମୁଁ ଏଠି ଆସିପାରିବି।
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),ତୁମେ ଏଠି ଆସିପାରିବ କି?
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),ଏହି ପ୍ରକ୍ରିୟା ଏକ ଏକ ଆବଶ୍ୟକ ଅଂଶ।
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),ଏହି ଗାଁ ଏକ ଶାନ୍ତ ସ୍ଥାନ।
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),ଏହା ଏକ ଭିନ୍ନ ଅନୁଭବ।
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),ତୁମେ ଏହାକୁ କେମିତି ବ୍ୟବହାର କରିପାରିବ?
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),ଏହି ପୁସ୍ତକ ଏକ ମହତ୍ତ୍ବପୂର୍ଣ୍ଣ ସାଧନ।
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),ମୁଁ ଏହି ଆଲୋଚନାକୁ ଅନନ୍ୟ ମନେ କରେ।
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),ସେ ଏହା ନଜରଅନ୍ତର କଲେ।
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),ଆପଣଙ୍କର ମନୋଭାବ ଏହି ଅଭିବ୍ୟକ୍ତି ରେ ପ୍ରକାଶ ହେଲା।
