Category,Sentence
"Idioms, Proverbs & Cultural Expressions",כְּלוּם לֹא מָנָע אֶת הַיָּם מִלִּפְשֹׁט חוֹלוֹתָיו.
"Idioms, Proverbs & Cultural Expressions","הַיּוֹם לְךָ, מָחָר לְךָ."
"Idioms, Proverbs & Cultural Expressions",כָּל כְּלָב עֲבוּר כֶּלֶב.
"Idioms, Proverbs & Cultural Expressions",לֹא כָּל זָהָב זוֹהֵר.
"Idioms, Proverbs & Cultural Expressions",הָעוֹלָם עָשׂוּי כְּגַלְגַּל.
Question-Answer Pairs,מָה שִׁמְךָ? שְׁמִי יוֹנָתָן.
Question-Answer Pairs,אֵיפֹה אַתָּה גָּר? אֲנִי גָּר בִּירוּשָׁלַיִם.
Question-Answer Pairs,מָתַי הַמּוֹעֵד לַפְּגִישָׁה? בְּשָׁעָה שְׁמוֹנֶה.
Question-Answer Pairs,מִי הַמְּנַהֵל שֶׁלָּנוּ? דָּוִד בֶּן שִׁמְעוֹן.
Question-Answer Pairs,מַדּוּעַ הַשָּׁעָה מְאֻחֶרֶת? מִשּׁוּם שֶׁהַתְּנוּעָה כָּבֵדָה.
Question-Answer Pairs,אֵיךְ מַגִּיעִים לַשּׁוּק? תִּסַּע יָשָׁר וּתִפְנֶה שְׂמֹאלָה.
Question-Answer Pairs,"הָאִם יֵשׁ לָכֶם סְטוֹק שֶׁלָּבָן? כֵּן, בֶּהָכְרֵחַ."
Question-Answer Pairs,"הִתְרַאִיתָ עִם מֹשֶׁה? לֹא, לֹא רָאִיתִי אוֹתוֹ."
Question-Answer Pairs,מַה יֵּשׁ בָּתַפּוּחַ הַזֶּה? רַק טַעַם טוֹב!
Question-Answer Pairs,"הַאִם זֶה אֲמִתִּי? כֵּן, בְּהֶחְלֵט."
Commands & Instructions,פְּתַח אֶת הַדֶּלֶת.
Commands & Instructions,סְגוֹר אֶת הַחַלּוֹן.
Commands & Instructions,כָּבוֹד לְכָל הָאֲנָשִׁים.
Commands & Instructions,אַל תַּגִּיעַ לָעִיר לְבַד.
Commands & Instructions,שְׁתוֹת מַיִם כָּל יוֹם.
Commands & Instructions,לִלְמֹד כָּל יוֹם מַשֶּׁהוּ חָדָשׁ.
Commands & Instructions,"אַל תִּכְתֹּב בְּעֵט כָּחוֹל, רַק שָׁחוֹר."
Commands & Instructions,עֲמֹד בַּתּוֹר!
Commands & Instructions,אַל תַּפְרִיעַ לַשִּׁעוּר.
Commands & Instructions,נַסֶּה לְהַבִּין אֶת הַמַּשְּׁמָעוּת.
Named Entity Recognition,יְרוּשָׁלַיִם הִיא עִיר הַבִּירָה שֶׁל יִשְׂרָאֵל.
Named Entity Recognition,רָחֵל גָּרָה בְּתֵל אָבִיב.
Named Entity Recognition,אֲנִי נוֹסֵעַ לְאַרְצוֹת הַבְּרִית מָחָר.
Named Entity Recognition,מֹשֶׁה הוּא מְנַהֵל חֶבְרַת 'טֵכְנוֹלוֹגִיָּה'.
Named Entity Recognition,הָאוֹלִימְפִּיָּדָה תִּהְיֶה בְּפָּרִיס 2024.
Named Entity Recognition,הַפְּגִישָׁה תִּהְיֶה בַּשָּׁעָה 10:00.
Named Entity Recognition,אוּנִיבֶרְסִיטַת הָעִבְרִית נִמְצֵאת בְּהַר הַצּוֹפִים.
Named Entity Recognition,כִּי יוֹם הַשָּׁבָּת הוּא קָדוֹשׁ.
Named Entity Recognition,עֵת עֵת לְכָל דָּבָר תַּחַת הַשָּׁמֶשׁ.
Named Entity Recognition,יִשְׂרָאֵל הִיא אֶרֶץ הַבְּרִית.
Sentiment Analysis Data,אֲנִי מְאֻשָּׁר מְאוֹד הַיּוֹם!
Sentiment Analysis Data,זֶה הָיָה הַיּוֹם הַגָּרוּעַ בְּחַיַּי.
Sentiment Analysis Data,אֲנִי מַרְגִּישׁ נוֹסְטַלְגִּי לְעָבָר.
Sentiment Analysis Data,אֲנִי כּוֹעֵס עַל הַמַּצָּב הַזֶּה.
Sentiment Analysis Data,הַסֶּרֶט הַזֶּה מְרַגֵּשׁ מְאוֹד.
Sentiment Analysis Data,"אֵין לִי דַּעַת, אֲנִי נֶאֱטַר."
Sentiment Analysis Data,אֲנִי מְשֻׂבָּע מֵהָאֹכֶל הַזֶּה.
Sentiment Analysis Data,מַדּוּעַ אַתָּה כָּל כָּךְ עָצוּב?
Sentiment Analysis Data,זֶה מַמָּשׁ מַדְהִים וּמַפְלִיא!
Sentiment Analysis Data,אֲנִי מְפַחֵד לָלֶכֶת לְבַד.
Paraphrased & Augmented Sentences,הַיּוֹם נָהָנִיתִי מְאוֹד.
Paraphrased & Augmented Sentences,הַיּוֹם הָיָה מַמָּשׁ נָעִים לִי.
Paraphrased & Augmented Sentences,לֹא נִתַּן לְהִשְׁתַּמֵּעַ לִשְׁתֵּי פָּנִים.
Paraphrased & Augmented Sentences,זֶה לֹא מִשְׁתַּמֵּעַ לְשֵׁנֵי פֵרוּשִׁים.
Paraphrased & Augmented Sentences,אֲנִי מְחַפֵּשׂ אֶת הַסֵּפֶר שֶׁאָבַד לִי.
Paraphrased & Augmented Sentences,הַיּוֹם אֲנִי רוֹצֶה לִמְצוֹא אֶת הַסֵּפֶר שֶׁנֶּאֱבַד.
Paraphrased & Augmented Sentences,הוּא לֹא רוֹצֶה לְעַזֹּב אֶת הָעִיר.
Paraphrased & Augmented Sentences,הוּא בְּכָל עֵת נוֹתֵר בָּעִיר.
Paraphrased & Augmented Sentences,"תִּזְהַר, הַדֶּרֶךְ מְסֻכֶּנֶת!"
Paraphrased & Augmented Sentences,אֲנִי מַמְלִיץ לְהִשָּׁמֵר כִּי הַדֶּרֶךְ מְסֻכֶּנֶת מְאוֹד.
