Category,Sentence
"Idioms, Proverbs & Cultural Expressions",Un arbre ne fait pas la forêt.
"Idioms, Proverbs & Cultural Expressions",Mieux vaut prévenir que guérir.
"Idioms, Proverbs & Cultural Expressions",Chaque oiseau vole avec ses propres ailes.
"Idioms, Proverbs & Cultural Expressions",Le poisson qui ouvre trop sa bouche finit par être pêché.
"Idioms, Proverbs & Cultural Expressions",Un vieil homme assis voit plus loin qu’un jeune debout.
"Idioms, Proverbs & Cultural Expressions","Si tu veux aller vite, marche seul ; si tu veux aller loin, marche ensemble."
"Idioms, Proverbs & Cultural Expressions","Les paroles sont comme le vent, elles partent et ne reviennent pas."
"Idioms, Proverbs & Cultural Expressions",Même l'eau calme peut cacher un crocodile.
Question-Answer Pairs,Où est la pharmacie la plus proche ?
Question-Answer Pairs,Quels sont les ingrédients du tô ?
Question-Answer Pairs,Comment s’appelle ton professeur de français ?
Question-Answer Pairs,Quel est le meilleur moment pour visiter Ouagadougou ?
Question-Answer Pairs,Peut-on payer par mobile money ici ?
Question-Answer Pairs,Pourquoi le marché est-il fermé aujourd’hui ?
Question-Answer Pairs,Qu’est-ce que tu fais ce week-end ?
Question-Answer Pairs,Quel est ton plat préféré ?
Question-Answer Pairs,Comment puis-je me rendre à Bobo-Dioulasso ?
Question-Answer Pairs,Quelle est la monnaie utilisée ici ?
Commands & Instructions,"Ferme la porte, s’il te plaît."
Commands & Instructions,Appelle-moi dès que tu arrives.
Commands & Instructions,"Ne touche pas ça, c’est dangereux !"
Commands & Instructions,Va chercher de l’eau.
Commands & Instructions,Écoute attentivement ce que je vais dire.
Commands & Instructions,Donne-moi un stylo.
Commands & Instructions,Ne parle pas en même temps que moi.
Commands & Instructions,Attends-moi ici quelques minutes.
Commands & Instructions,"Suis-moi, je vais te montrer."
Commands & Instructions,Mets ton téléphone en silencieux.
Named Entity Recognition (NER) Data,Thomas Sankara est un héros du Burkina Faso.
Named Entity Recognition (NER) Data,Le fleuve Mouhoun traverse plusieurs régions.
Named Entity Recognition (NER) Data,Ouagadougou est la capitale du Burkina Faso.
Named Entity Recognition (NER) Data,L'université Joseph Ki-Zerbo est très réputée.
Named Entity Recognition (NER) Data,Le 15 octobre est une date historique ici.
Named Entity Recognition (NER) Data,L'entreprise FasoPlast est en pleine expansion.
Named Entity Recognition (NER) Data,Le docteur Zongo est un chirurgien renommé.
Named Entity Recognition (NER) Data,Le festival FESPACO attire beaucoup de visiteurs.
Named Entity Recognition (NER) Data,L'hôtel Azalaï est bien noté.
Named Entity Recognition (NER) Data,L'aéroport de Ouagadougou accueille des vols internationaux.
Sentiment Analysis Data,"J’adore ce restaurant, la nourriture est excellente !"
Sentiment Analysis Data,Je suis triste aujourd’hui.
Sentiment Analysis Data,Cette journée a été très fatigante.
Sentiment Analysis Data,Je suis tellement heureux de te voir !
Sentiment Analysis Data,"Ce film était nul, je ne le recommande pas."
Sentiment Analysis Data,J’ai peur des orages.
Sentiment Analysis Data,Ce professeur explique vraiment bien.
Sentiment Analysis Data,La pluie rend tout plus beau.
Sentiment Analysis Data,Je suis en colère à cause de ce retard.
Sentiment Analysis Data,Ce cadeau m’a fait tellement plaisir.
Paraphrased & Augmented Sentences,Il est allé au marché hier.
Paraphrased & Augmented Sentences,"Hier, il a visité le marché."
Paraphrased & Augmented Sentences,Il s'est rendu au marché la veille.
Paraphrased & Augmented Sentences,Le marché a été visité par lui hier.
Paraphrased & Augmented Sentences,Il a pris le temps d'aller au marché hier.
Paraphrased & Augmented Sentences,J’aime manger du tô.
Paraphrased & Augmented Sentences,Le tô est mon plat préféré.
Paraphrased & Augmented Sentences,Je prends souvent du tô au déjeuner.
Paraphrased & Augmented Sentences,Le tô est un plat que j’apprécie beaucoup.
Paraphrased & Augmented Sentences,Manger du tô est un vrai plaisir pour moi.
