Category,Sentence
Question-Answer Pairs,When was Nelson Mandela released from prison? – 1990.
Question-Answer Pairs,How do you get to the airport from here? – Take the N2 highway.
Question-Answer Pairs,What is the exchange rate for the Rand today? – Check with the bank for live rates.
Question-Answer Pairs,What time does the store open? – At 9 AM.
Question-Answer Pairs,What is the meaning of Ubuntu? – Humanity towards others.
Question-Answer Pairs,How long is the Garden Route? – Around 300 km.
Commands & Instructions,Please restart your computer.
Commands & Instructions,Fill in this form before proceeding.
Commands & Instructions,Take the second left after the traffic light.
Commands & Instructions,Make sure to save your work before closing the document.
Commands & Instructions,Insert your card and enter your PIN.
Commands & Instructions,Keep your hands and feet inside the vehicle.
Commands & Instructions,Update your software to the latest version.
Commands & Instructions,Turn off the lights when you leave the room.
Commands & Instructions,Follow the instructions carefully.
Commands & Instructions,Click 'Submit' to complete the registration.
Named Entity Recognition (NER) Data,"Nelson Mandela was born in Mvezo, South Africa."
Named Entity Recognition (NER) Data,Table Mountain is a popular tourist attraction.
Named Entity Recognition (NER) Data,The FIFA World Cup was hosted in South Africa in 2010.
Named Entity Recognition (NER) Data,Cape Town International Airport is one of the busiest in Africa.
Named Entity Recognition (NER) Data,"Elon Musk was born in Pretoria, South Africa."
Named Entity Recognition (NER) Data,The Rand is the currency of South Africa.
Named Entity Recognition (NER) Data,Johannesburg is the economic hub of the country.
Named Entity Recognition (NER) Data,The Kruger National Park is home to the Big Five.
Named Entity Recognition (NER) Data,Robben Island is where Nelson Mandela was imprisoned.
Named Entity Recognition (NER) Data,"The Constitutional Court is in Braamfontein, Johannesburg."
Sentiment Analysis Data,I absolutely love this new restaurant!
Sentiment Analysis Data,"This service is terrible, I won’t come here again."
Sentiment Analysis Data,"The movie was just okay, nothing special."
Sentiment Analysis Data,I’m so excited for the long weekend!
Sentiment Analysis Data,I feel really frustrated with the delay.
Sentiment Analysis Data,That was the best holiday I’ve ever had.
Sentiment Analysis Data,I’m feeling quite nervous about the interview.
Sentiment Analysis Data,"The food was decent, but the service could be better."
Sentiment Analysis Data,I really appreciate the kind gesture.
Sentiment Analysis Data,I can’t stand the noise in this neighbourhood.
Paraphrased & Augmented Sentences,She will arrive soon. -> She’s on her way and should be here shortly.
Paraphrased & Augmented Sentences,That was a fantastic meal! -> I really enjoyed that delicious dinner.
Paraphrased & Augmented Sentences,The store is closed today. -> The shop isn’t open at the moment.
Paraphrased & Augmented Sentences,I don’t feel well. -> I’m feeling under the weather.
Paraphrased & Augmented Sentences,Could you help me? -> Would you mind assisting me?
Paraphrased & Augmented Sentences,This place is so peaceful. -> It’s really quiet and relaxing here.
Paraphrased & Augmented Sentences,We need to leave now. -> It’s time for us to head out.
Paraphrased & Augmented Sentences,The weather is hot today. -> It’s really warm outside.
Paraphrased & Augmented Sentences,She did an excellent job. -> Her work was outstanding.
Paraphrased & Augmented Sentences,That’s a great idea! -> I think that’s a brilliant suggestion.
